x-coordinate,y-coordinate,Similarity_score
0,1,0.13513513513513514
0,2,0.19444444444444445
0,3,0.21739130434782608
0,4,0.12
0,5,0.1643835616438356
0,6,0.13513513513513514
0,7,0.16666666666666666
0,8,0.14666666666666667
0,9,0.13513513513513514
0,10,0.2112676056338028
0,11,0.2727272727272727
0,12,0.1527777777777778
0,13,0.34375
0,14,0.19718309859154928
0,15,0.2112676056338028
0,16,0.1506849315068493
0,17,0.16216216216216217
0,18,0.18309859154929578
0,19,0.22058823529411764
0,20,0.23529411764705882
0,21,0.11688311688311688
0,22,0.14666666666666667
0,23,0.1643835616438356
0,24,0.13513513513513514
0,25,0.08974358974358974
0,26,0.14666666666666667
0,27,0.10256410256410256
0,28,0.19444444444444445
0,29,0.13157894736842105
0,30,0.1780821917808219
0,31,0.11538461538461539
0,32,0.10526315789473684
0,33,0.13333333333333333
0,34,0.13157894736842105
0,35,0.10526315789473684
0,36,0.13513513513513514
0,37,0.13157894736842105
0,38,0.12
0,39,0.13513513513513514
0,40,0.16666666666666666
0,41,0.23076923076923078
0,42,0.23529411764705882
0,43,0.1506849315068493
0,44,0.16666666666666666
0,45,0.16666666666666666
0,46,0.1506849315068493
0,47,0.10526315789473684
0,48,0.1643835616438356
0,49,0.08974358974358974
0,50,0.1643835616438356
0,51,0.10810810810810811
0,52,0.06329113924050633
0,53,0.10526315789473684
0,54,0.07692307692307693
0,55,0.10810810810810811
0,56,0.09090909090909091
0,57,0.06329113924050633
0,58,0.18840579710144928
0,59,0.1388888888888889
0,60,0.15492957746478872
0,61,0.10810810810810811
0,62,0.1038961038961039
0,63,0.12162162162162163
0,64,0.10256410256410256
0,65,0.07692307692307693
0,66,0.12
0,67,0.14666666666666667
0,68,0.12162162162162163
0,69,0.06172839506172839
0,70,0.136986301369863
0,71,0.14705882352941177
0,72,0.1232876712328767
0,73,0.1388888888888889
0,74,0.1527777777777778
0,75,0.16901408450704225
0,76,0.1527777777777778
0,77,0.16901408450704225
0,78,0.09210526315789473
0,79,0.14666666666666667
0,80,0.0641025641025641
0,81,0.10666666666666667
0,82,0.0945945945945946
0,83,0.1095890410958904
0,84,0.0641025641025641
0,85,0.08
0,86,0.0945945945945946
0,87,0.10666666666666667
0,88,0.05063291139240506
0,89,0.1232876712328767
0,90,0.07894736842105263
0,91,0.20588235294117646
0,92,0.26153846153846155
0,93,0.1232876712328767
0,94,0.13513513513513514
0,95,0.16901408450704225
0,96,0.19718309859154928
0,97,0.1643835616438356
0,98,0.2028985507246377
0,99,0.19718309859154928
0,100,0.18571428571428572
0,101,0.13333333333333333
0,102,0.18571428571428572
0,103,0.23880597014925373
0,104,0.25757575757575757
0,105,0.25757575757575757
0,106,0.1527777777777778
0,107,0.23880597014925373
0,108,0.2028985507246377
0,109,0.18055555555555555
0,110,0.16901408450704225
0,111,0.19718309859154928
0,112,0.136986301369863
0,113,0.14864864864864866
0,114,0.16901408450704225
0,115,0.13333333333333333
0,116,0.22058823529411764
0,117,0.25
0,118,0.10526315789473684
0,119,0.13513513513513514
0,120,0.11842105263157894
0,121,0.1527777777777778
0,122,0.125
0,123,0.125
0,124,0.1232876712328767
0,125,0.07792207792207792
0,126,0.136986301369863
0,127,0.1527777777777778
0,128,0.17142857142857143
0,129,0.136986301369863
0,130,0.136986301369863
0,131,0.1643835616438356
0,132,0.18055555555555555
0,133,0.21428571428571427
0,134,0.2028985507246377
0,135,0.15714285714285714
0,136,0.20588235294117646
0,137,0.08
0,138,0.2
0,139,0.1038961038961039
0,140,0.10666666666666667
0,141,0.18571428571428572
0,142,0.136986301369863
0,143,0.15492957746478872
0,144,0.10666666666666667
0,145,0.0945945945945946
0,146,0.0945945945945946
0,147,0.06329113924050633
0,148,0.13513513513513514
0,149,0.136986301369863
0,150,0.125
0,151,0.1095890410958904
0,152,0.10666666666666667
0,153,0.1095890410958904
0,154,0.14084507042253522
0,155,0.08
0,156,0.125
0,157,0.1232876712328767
0,158,0.1388888888888889
0,159,0.1232876712328767
0,160,0.10666666666666667
0,161,0.12162162162162163
0,162,0.10810810810810811
0,163,0.1232876712328767
0,164,0.08974358974358974
0,165,0.09090909090909091
0,166,0.10526315789473684
0,167,0.12
0,168,0.1527777777777778
0,169,0.1388888888888889
0,170,0.06329113924050633
0,171,0.07692307692307693
0,172,0.1388888888888889
0,173,0.12162162162162163
0,174,0.08974358974358974
0,175,0.3442622950819672
0,176,0.1388888888888889
0,177,0.13513513513513514
0,178,0.21428571428571427
0,179,0.05
0,180,0.265625
0,181,0.1527777777777778
0,182,0.14864864864864866
0,183,0.1506849315068493
0,184,0.1780821917808219
0,185,0.10256410256410256
0,186,0.1506849315068493
0,187,0.1643835616438356
0,188,0.18055555555555555
0,189,0.17142857142857143
0,190,0.21428571428571427
0,191,0.14864864864864866
0,192,0.1643835616438356
0,193,0.13333333333333333
0,194,0.136986301369863
0,195,0.11842105263157894
0,196,0.1527777777777778
0,197,0.18571428571428572
0,198,0.26865671641791045
0,199,0.23880597014925373
0,200,0.23880597014925373
0,201,0.14864864864864866
0,202,0.25
0,203,0.16666666666666666
0,204,0.16666666666666666
0,205,0.13157894736842105
0,206,0.11688311688311688
0,207,0.1780821917808219
0,208,0.22727272727272727
0,209,0.136986301369863
0,210,0.1095890410958904
0,211,0.12
0,212,0.16901408450704225
0,213,0.17391304347826086
1,2,0.2112676056338028
1,3,0.12
1,4,0.2727272727272727
1,5,0.19718309859154928
1,6,0.23529411764705882
1,7,0.23529411764705882
1,8,0.19444444444444445
1,9,0.2
1,10,0.14666666666666667
1,11,0.23529411764705882
1,12,0.1527777777777778
1,13,0.11688311688311688
1,14,0.2318840579710145
1,15,0.19444444444444445
1,16,0.2
