x-coordinate,y-coordinate,Similarity_score
0,1,0.5474242139458151
0,2,0.565254545023728
0,3,0.8223799772123811
0,4,0.563403973676688
0,5,0.510008631616934
0,6,0.5656171129576295
0,7,0.5482735889469741
0,8,0.600135746256093
0,9,0.6031040440651575
0,10,0.8406409123649456
0,11,0.5984483476064134
0,12,0.765887919041646
0,13,0.9881385345552027
0,14,0.7779066209294653
0,15,0.6238442918261732
0,16,0.8174789237859796
0,17,0.5572150178144613
0,18,0.6876733532913912
0,19,0.773881070490331
0,20,0.580395034824055
0,21,0.6843848420067598
0,22,0.8492927185770569
0,23,0.8292142572058048
0,24,0.5353383806846609
0,25,0.5905959640777677
0,26,0.6555600036881255
0,27,0.4894269528531447
0,28,0.9023129749673833
0,29,0.6246308108337447
0,30,0.5668684280559378
0,31,0.5877145092965896
0,32,0.5288182235696269
0,33,0.5758959612104354
0,34,0.7547793385140348
0,35,0.6029098085528323
0,36,0.5491779196618606
0,37,0.6171549990928533
0,38,0.8210923107167484
0,39,0.678545354313692
0,40,0.7872773887410044
0,41,0.5522761338298627
0,42,0.6425686517383657
0,43,0.5044205030199151
0,44,0.8229148778154703
0,45,0.6028549897483747
0,46,0.6706058156472571
0,47,0.5555138168959703
0,48,0.5649673768254122
0,49,0.5640996075546464
0,50,0.6147790200714773
0,51,0.6660581112262441
0,52,0.48719100233305634
0,53,0.8134688948503338
0,54,0.8135229059811087
0,55,0.6185046066888756
0,56,0.6413734651613741
0,57,0.5298406010068671
0,58,0.9479647619576786
0,59,0.7335506673765905
0,60,0.7754188017163555
0,61,0.5533769366981367
0,62,0.5478672886386754
0,63,0.5979581714723949
0,64,0.5248786073555324
0,65,0.6767170803026047
0,66,0.6878381265365846
0,67,0.7918478399765226
0,68,0.71161795973105
0,69,0.7877965783061335
0,70,0.5461967664432524
0,71,0.8873079780718992
0,72,0.8043856935739345
0,73,0.6656004375868582
0,74,0.5514312690855164
0,75,0.9714765152098865
0,76,0.8266513416623096
0,77,0.7675363840733661
0,78,0.5558575790933161
0,79,0.5714880017478805
0,80,0.6035119919835716
0,81,0.7621277540181747
0,82,0.547716179773045
0,83,0.5799699373325508
0,84,0.4586452982136436
0,85,0.51004371933062
0,86,0.4990280832905908
0,87,0.7633738864212044
0,88,0.5291636003795798
0,89,0.921438476038659
0,90,0.48169177639923216
0,91,0.6233744048898857
0,92,0.852649751980577
0,93,0.5108482487712178
0,94,0.6279164977036793
0,95,0.6176033464069843
0,96,0.9295064313067399
0,97,0.7561074396384931
0,98,0.49970216624252606
0,99,0.7560209806971413
0,100,0.5724950994008065
0,101,0.7713344813719891
0,102,0.8161082080151654
0,103,0.5553603358367712
0,104,0.5402686175765166
0,105,0.9220491093416154
0,106,0.8696666909178676
0,107,0.878526150393981
0,108,0.5107171343931367
0,109,0.5076811125902497
0,110,0.5587156069485066
0,111,0.7076931658148427
0,112,0.5604910777275253
0,113,0.6144135346228792
0,114,0.6130051461676308
0,115,0.5833113350693414
0,116,0.6891220753168964
0,117,0.8811572383959109
0,118,0.6291221613626581
0,119,0.5256938394395547
0,120,0.5548802517801964
0,121,0.5865902167794056
0,122,0.5281205441665279
0,123,0.47780463892261765
0,124,0.7900364256918013
0,125,0.5719533073178511
0,126,0.5266430047308965
0,127,0.8619460417200827
0,128,0.7362503816039124
0,129,0.5673226417383774
0,130,0.5625796451904936
0,131,0.7644710353567334
0,132,0.7094480530312863
0,133,0.7680799018085415
0,134,0.8143675789423434
0,135,0.5352486135920885
0,136,0.5485754652971534
0,137,0.5147124898141631
0,138,0.8955271384485319
0,139,0.5307210798734316
0,140,0.614811649620404
0,141,0.5107105338066209
0,142,0.5528706152630738
0,143,0.5891065133412895
0,144,0.5874137971242535
0,145,0.7018542440314891
0,146,0.5224850306647747
0,147,0.6077646251669409
0,148,0.6150994533142413
0,149,0.5106268044639165
0,150,0.5292253401226046
0,151,0.5304566499495299
0,152,0.8822445861737018
0,153,0.5797323885571684
0,154,0.5630822718158209
0,155,0.6117656826268918
0,156,0.5387665758913441
0,157,0.9376429640478329
0,158,0.5679947016406616
0,159,0.7682441187677387
0,160,0.482702700504581
0,161,0.8974215077194015
0,162,0.6059911403437773
0,163,0.5456260547452432
0,164,0.6599933885469803
0,165,0.6781082712184381
0,166,0.909604580081078
0,167,0.6477567124765881
0,168,0.5947047296118793
0,169,0.5896659436142716
0,170,0.5566611701809786
0,171,0.6016490936142364
0,172,0.5701841943167312
0,173,0.5994696192534562
0,174,0.6037043630982616
0,175,0.9770780256270448
0,176,0.7766675347705794
0,177,0.8349084862655185
0,178,0.9018914996603556
0,179,0.5665008722467748
0,180,0.7844072242946202
0,181,0.6067050887085617
0,182,0.5881249426816887
0,183,0.6490866159503708
0,184,0.7123455793874515
0,185,0.5914084782425405
0,186,0.6084357330658718
0,187,0.7795575664731246
0,188,0.7050061674448855
0,189,0.5448834439468181
0,190,0.9876861494683246
0,191,0.5461260865606365
0,192,0.8703069992489618
0,193,0.7500721444852897
0,194,0.5287848282937471
0,195,0.5785921883559948
0,196,0.7931608308054822
0,197,0.5667282281282587
0,198,0.946612128360898
0,199,0.822692848839491
0,200,0.4272169418181731
0,201,0.589308670150035
0,202,0.8348960750637703
0,203,0.49794040257381594
0,204,0.5946048205725702
0,205,0.6109881543891693
0,206,0.6237454112517824
0,207,0.8153228166994809
0,208,0.9567821472466591
0,209,0.6377108159164607
0,210,0.5187678269322441
0,211,0.5438898103981166
0,212,0.47688955398661753
0,213,0.4475207438181856
1,2,0.9846300159972609
1,3,0.8106997436307144
1,4,0.9955234370580923
1,5,0.9846294508819816
1,6,0.9362380393053903
1,7,0.9952781434929908
1,8,0.9814756625117954
1,9,0.9138447901419887
1,10,0.7972472327855613
1,11,0.8035874506994986
1,12,0.854178907305677
1,13,0.5463427302150277
1,14,0.9171325567256235
1,15,0.9097785551046196
1,16,0.7687030865071607
1,17,0.8516086622256387
1,18,0.9122937306527324
1,19,0.7714467959208116
1,20,0.9965936795325998
1,21,0.9522901912042139
1,22,0.6253048339777381
1,23,0.6740948072514155
1,24,0.9935990694970241
1,25,0.9719122452142566
1,26,0.914462902607304
1,27,0.986712162027735
1,28,0.5495217469624454
1,29,0.8816405201786123
1,30,0.9917450854416434
1,31,0.9420986152665888
1,32,0.987371953859184
1,33,0.9652915791916636
1,34,0.7868346389656331
1,35,0.988795010065987
1,36,0.9889610512666526
1,37,0.9485311875235596
1,38,0.757198208623379
1,39,0.9673590403507902
1,40,0.7484540240110026
1,41,0.1726398053080799
1,42,0.8548324321013379
1,43,0.9961001345881549
1,44,0.7991924292508112
1,45,0.8939348094689894
1,46,0.955219849259742
1,47,0.8901422072063321
1,48,0.9710319605011658
1,49,0.9863681535307649
1,50,0.9866018395899623
1,51,0.91256447057457
1,52,0.9748261345315585
1,53,0.7895818110216367
1,54,0.789582540911935
1,55,0.9884694432590653
1,56,0.9667093787708342
1,57,0.9947794374874205
1,58,0.5441740862899171
1,59,0.9181196930936164
1,60,0.6760739306146899
1,61,0.9938365178546265
1,62,0.9952079462441991
1,63,0.9628268063488286
1,64,0.9854355481508444
1,65,0.9231972431492059
1,66,0.864379990477308
1,67,0.7461392382474282
1,68,0.9022578513200398
1,69,0.8041698851771414
1,70,0.9911980701872621
1,71,0.29792886729038753
1,72,0.8555812993581418
1,73,0.9674837392108134
1,74,0.9921297415760462
1,75,0.6838907169527277
1,76,0.823475819236018
1,77,0.8717596509566085
1,78,0.9680130014795976
1,79,0.922841662628861
1,80,0.9752542551454937
1,81,0.8842436628093437
1,82,0.993323060177422
1,83,0.9953047938332914
1,84,0.9889780371445378
1,85,0.9906929656629727
1,86,0.9965192948232954
1,87,0.8835106597531017
1,88,0.9915208803403522
1,89,0.6589023139348297
1,90,0.9375296530306177
1,91,0.8810215211972343
1,92,0.885676564751426
1,93,0.9373334887147179
1,94,0.9890736304913371
1,95,0.864756272217706
1,96,0.5287540996799318
1,97,0.8275984782923314
1,98,0.8128792334930957
1,99,0.8704297086864949
1,100,0.9929854850394549
1,101,0.9102712407266702
1,102,0.7552175631547458
1,103,0.9590577203485104
1,104,0.9639239635001459
1,105,0.7872338243870194
1,106,0.6053307647630203
1,107,0.792596971555889
1,108,0.9954465282640016
1,109,0.9930228902015737
1,110,0.994819730430418
1,111,0.8170562932664042
1,112,0.9905067536607366
1,113,0.9854192076672406
1,114,0.9910599453850966
1,115,0.9920977004992737
1,116,0.8964473663543122
1,117,0.7585522450373059
1,118,0.9544037572795516
1,119,0.9891037027732342
1,120,0.9935735858643
1,121,0.9642398172312554
1,122,0.9977704235479841
1,123,0.9786994334555413
1,124,0.8252402398346259
1,125,0.9530072329712109
1,126,0.9851648629823652
1,127,0.7995296158169974
1,128,0.8240598316351563
1,129,0.9717105256337447
1,130,0.9970913621932114
1,131,0.9163924992471297
1,132,0.8931982589012596
1,133,0.9155838549515583
1,134,0.8149569124265915
1,135,0.9971384633401977
1,136,0.9593223582639339
1,137,0.9894102878938409
1,138,0.7914868802240596
1,139,0.9788859969221073
1,140,0.9551170171099911
1,141,0.9964226102356205
1,142,0.9831172738862701
1,143,0.8882952984821149
1,144,0.9498270995055721
1,145,0.9537410594877951
1,146,0.8891507278211053
1,147,0.9196770424127494
1,148,0.9897014705195595
1,149,0.9899829512279761
1,150,0.9906137306715312
1,151,0.9910751354349039
1,152,0.7320367338705919
1,153,0.9879666317487946
1,154,0.9902705518417194
1,155,0.9827588475871866
1,156,0.9897488397692887
1,157,0.6426872397402894
1,158,0.9895996580778859
1,159,0.8487960276342192
1,160,0.8674405288905634
1,161,0.536317872669052
1,162,0.9756652253259427
1,163,0.8800355530894141
1,164,0.9377496320023518
1,165,0.9068578648571588
1,166,0.701736812849224
1,167,0.9821608646446156
1,168,0.9430563619286875
1,169,0.979814399652755
1,170,0.9944543920808128
1,171,0.8514399580380126
1,172,0.9803543694844882
1,173,0.9936892675615074
1,174,0.9702443682449627
1,175,0.4555570704842267
1,176,0.8527757076981601
1,177,0.5064918804151121
1,178,0.7604099663008763
1,179,0.9785158825882869
1,180,0.26107913952219164
1,181,0.9808301558660455
1,182,0.9925473059956436
1,183,0.9776097489515808
1,184,0.8874786638907404
1,185,0.9606150424425259
1,186,0.9884786896940436
1,187,0.9311369595839738
1,188,0.9373162860898715
1,189,0.4482005508491002
1,190,0.6206800636191975
1,191,0.9916426043061951
1,192,0.6882003517859892
1,193,0.9066432685567746
1,194,0.9989266371469515
1,195,0.996622322283926
1,196,0.8923881199001396
1,197,0.8065195189754177
1,198,0.7645576729898946
1,199,0.8025598311168632
1,200,0.873386103198896
1,201,0.9920253870843152
1,202,0.6239604663546642
1,203,0.9375793891904846
1,204,0.9971186452013249
1,205,0.9761773728975345
1,206,0.9864798529365741
1,207,0.7444172395178916
1,208,0.5489047497818422
1,209,0.7978138717172049
1,210,0.9922275174129914
1,211,0.9859871661955231
1,212,0.9533151110218356
1,213,0.9765428360225531
2,3,0.8311635820770736
2,4,0.9767011500434979
2,5,0.9759438383237088
2,6,0.8932574822490811
2,7,0.9749874039098968
2,8,0.9752016863503451
2,9,0.8547626614677737
2,10,0.8486543944921611
2,11,0.7169101253862502
2,12,0.8092548259085292
2,13,0.5603347782283328
2,14,0.944005563549666
2,15,0.9597856811447428
2,16,0.7587215249795807
2,17,0.7734437791772367
2,18,0.9580746113416091
2,19,0.7245533475628912
2,20,0.9780723968704165
2,21,0.980291040284818
2,22,0.6543396759316384
2,23,0.6956142057992913
2,24,0.996115496544111
2,25,0.9511471846503728
